Probe Set ID	Gene Symbol	Gene Title
38145_at	INADL	InaD-like (Drosophila)
38146_at	ST18	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)
38147_at	SH2D1A	SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)
38148_at	CRY1	cryptochrome 1 (photolyase-like)
38149_at	ARHGAP25	Rho GTPase activating protein 25
38150_at	MTAP	methylthioadenosine phosphorylase
38151_at	LOH11CR2A	loss of heterozygosity, 11, chromosomal region 2, gene A
38152_at	LOH11CR2A	loss of heterozygosity, 11, chromosomal region 2, gene A
38153_at	HUS1	HUS1 checkpoint homolog (S. pombe)
38154_at	---	Clone 23728 mRNA sequence
38155_at	ORC5L	origin recognition complex, subunit 5-like (yeast)
38156_at	MDFI	MyoD family inhibitor
38157_at	DOM3Z	dom-3 homolog Z (C. elegans)
38158_at	ESPL1	extra spindle poles like 1 (S. cerevisiae)
38159_at	PAK3	P21 (CDKN1A)-activated kinase 3
38160_at	LY75	lymphocyte antigen 75
38161_at	ALG3	asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)
38162_at	RIMS2	regulating synaptic membrane exocytosis 2
38163_at	RIMS2	regulating synaptic membrane exocytosis 2
38164_at	RPGR	retinitis pigmentosa GTPase regulator
38165_s_at	MLL2	myeloid/lymphoid or mixed-lineage leukemia 2
38166_r_at	MLL2	myeloid/lymphoid or mixed-lineage leukemia 2
38167_at	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
38168_at	INPP4B	inositol polyphosphate-4-phosphatase, type II, 105kDa
38169_s_at	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
38170_at	VPS13A	Vacuolar protein sorting 13 homolog A (S. cerevisiae)
38171_at	WDR68	WD repeat domain 68
38172_at	CBR3	carbonyl reductase 3
38173_at	SETD1B	SET domain containing 1B
38174_at	PSD	pleckstrin and Sec7 domain containing
38175_at	CAND2	cullin-associated and neddylation-dissociated 2 (putative)
38176_at	GNB5	guanine nucleotide binding protein (G protein), beta 5
38177_at	RAMP2	receptor (calcitonin) activity modifying protein 2
38178_at	HSD17B2	hydroxysteroid (17-beta) dehydrogenase 2
38179_at	ZNF174	zinc finger protein 174
38180_f_at	PSG9	pregnancy specific beta-1-glycoprotein 9
38181_at	MMP11	matrix metallopeptidase 11 (stromelysin 3)
38182_at	CYORF15B	chromosome Y open reading frame 15B
38183_at	FOXF1	forkhead box F1
38184_at	PAX2	paired box gene 2
38185_at	PAX2	paired box gene 2
38186_g_at	PAX2	paired box gene 2
38187_at	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)
38188_s_at	MAN2A2	mannosidase, alpha, class 2A, member 2
38189_s_at	DEPDC5	DEP domain containing 5
38190_r_at	DEPDC5	DEP domain containing 5
38191_at	DEPDC5	DEP domain containing 5
38192_at	CLUAP1	clusterin associated protein 1
38193_at	IGKC	Immunoglobulin kappa constant
38194_s_at	IGKC /// IGKV1-5 /// LOC651928	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5 /// similar to Ig kappa chain V-II region RPMI 6410 precursor
38195_at	PHF14	PHD finger protein 14
38196_at	HISPPD2A /// LOC649951	Histidine acid phosphatase domain containing 2A /// hypothetical protein LOC649951
38197_at	KEL	Kell blood group, metalloendopeptidase
38198_at	ANGEL2	angel homolog 2 (Drosophila)
38199_at	ANGEL2	angel homolog 2 (Drosophila)
381_s_at	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide
38200_at	FGD1	FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)
38201_at	BCAT1	branched chain aminotransferase 1, cytosolic
38202_at	FAT2	FAT tumor suppressor homolog 2 (Drosophila)
38203_at	KCNN1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1
38204_at	KIAA0406	KIAA0406
38205_at	NEUROD2	neurogenic differentiation 2
38206_at	RPL3L	ribosomal protein L3-like
38207_at	TNCRNA	trophoblast-derived noncoding RNA
38208_at	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
38209_at	PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa
38210_at	SURF2	surfeit 2
38211_at	ZBTB20	zinc finger and BTB domain containing 20
38212_at	B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1
38213_at	BTK	Bruton agammaglobulinemia tyrosine kinase
38214_at	PTCH1	patched homolog 1 (Drosophila)
38215_at	MPPED1	metallophosphoesterase domain containing 1
38216_at	JMJD1C	jumonji domain containing 1C
38217_at	MUC6 /// LOC642724	mucin 6, oligomeric mucus/gel-forming /// similar to mucin 6, gastric
38218_at	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)
38219_at	CRK	v-crk sarcoma virus CT10 oncogene homolog (avian)
38220_at	DPYD	dihydropyrimidine dehydrogenase
38221_at	CNKSR1	connector enhancer of kinase suppressor of Ras 1
38222_at	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6
38223_at	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)
38224_at	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa
38225_at	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2
38226_at	INTS10	integrator complex subunit 10
38227_at	MITF	microphthalmia-associated transcription factor
38228_g_at	MITF	microphthalmia-associated transcription factor
38229_at	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5
38230_at	EPAS1	endothelial PAS domain protein 1
38231_f_at	LOC653757	similar to Killer cell immunoglobulin-like receptor 2DL4 precursor (MHC class I NK cell receptor KIR103AS) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (G9P)
38232_f_at	LOC653757	similar to Killer cell immunoglobulin-like receptor 2DL4 precursor (MHC class I NK cell receptor KIR103AS) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (G9P)
38233_at	HOMER3	homer homolog 3 (Drosophila)
38234_at	TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)
38235_at	ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15
38236_at	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A
38237_at	GGTLA1	gamma-glutamyltransferase-like activity 1
38238_at	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2
38239_at	CLDN18	claudin 18
38240_at	CLDN18	Claudin 18
38241_at	BTN3A3	butyrophilin, subfamily 3, member A3
38242_at	BLNK	B-cell linker
38243_at	NCAM1	neural cell adhesion molecule 1
38244_at	ANKRD17	Ankyrin repeat domain 17
38245_i_at	TMEM135	Transmembrane protein 135
38246_r_at	TMEM135	Transmembrane protein 135
38247_at	F2RL1	coagulation factor II (thrombin) receptor-like 1
38248_at	PROSAPIP1	ProSAPiP1 protein
38249_at	VGLL1	vestigial like 1 (Drosophila)
38250_at	WDR43	WD repeat domain 43
38251_at	MYL6B	myosin, light polypeptide 6B, alkali, smooth muscle and non-muscle
38252_s_at	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)
38253_at	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)
38254_at	TBC1D9	TBC1 domain family, member 9
38255_at	NGDN	neuroguidin, EIF4E binding protein
38256_s_at	NGDN	neuroguidin, EIF4E binding protein
38257_at	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
38258_at	---	Clone 23908 mRNA sequence
38259_at	STXBP2	syntaxin binding protein 2
38260_at	LAS1L	LAS1-like (S. cerevisiae)
38261_at	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
38262_at	---	Clone 23620 mRNA sequence
38263_at	---	---
38264_at	RABIF	RAB interacting factor
38265_at	RBBP6	retinoblastoma binding protein 6
38266_at	RBBP6	retinoblastoma binding protein 6
38267_at	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
38268_at	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
38269_at	PRKD2	protein kinase D2
38270_at	PARG	poly (ADP-ribose) glycohydrolase
38271_at	HDAC4	histone deacetylase 4
38272_at	DUSP14	dual specificity phosphatase 14
38273_at	ATP9B	ATPase, Class II, type 9B
38274_at	TMEM115	transmembrane protein 115
38275_at	IMP4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)
38276_at	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon
38277_at	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)
38278_at	ARID5A	AT rich interactive domain 5A (MRF1-like)
38279_at	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide
38280_s_at	NTRK2	neurotrophic tyrosine kinase, receptor, type 2
38281_at	CASP7	caspase 7, apoptosis-related cysteine peptidase
38282_at	ADAM15	ADAM metallopeptidase domain 15 (metargidin)
38283_at	EBAG9	estrogen receptor binding site associated, antigen, 9
38284_at	MLL4	myeloid/lymphoid or mixed-lineage leukemia 4
38285_at	CRYM	crystallin, mu
38286_at	AMOT	angiomotin
38287_at	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)
38288_at	SNAI2	snail homolog 2 (Drosophila)
38289_r_at	NF1 /// NF1P1 /// LOC646793 /// LOC652330	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease) /// neurofibromin 1 pseudogene 1 (Albright osteodystrophy) /// similar to neurofibromin /// similar to neurofibromin
38290_at	RGS14	regulator of G-protein signalling 14
38291_at	PENK	proenkephalin
38292_at	HOMER2	homer homolog 2 (Drosophila)
38293_s_at	HOXD3	homeobox D3
38294_at	HOXD4	homeobox D4
38295_at	PBX2	pre-B-cell leukemia transcription factor 2
38296_at	TRFP	Trf (TATA binding protein-related factor)-proximal homolog (Drosophila)
38297_at	PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1
38298_at	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1
38299_at	IL6	interleukin 6 (interferon, beta 2)
382_at	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit
38300_at	FZD1	frizzled homolog 1 (Drosophila)
38301_at	ADK	adenosine kinase
38302_at	ZNF202	zinc finger protein 202
38303_at	TMEM1	transmembrane protein 1
38304_r_at	KL	klotho
38305_at	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
38306_at	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
38307_at	NCDN	neurochondrin
38308_g_at	NCDN	neurochondrin
38309_r_at	NCDN	neurochondrin
38310_at	CNOT3	CCR4-NOT transcription complex, subunit 3
38311_at	TGIF2	TGFB-induced factor 2 (TALE family homeobox)
38312_at	OLFML2A	olfactomedin-like 2A
38313_at	ABCA2	ATP-binding cassette, sub-family A (ABC1), member 2
38314_at	CIC	capicua homolog (Drosophila)
38315_at	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
38316_at	ALDH1L1	aldehyde dehydrogenase 1 family, member L1
38317_at	TCEAL1	transcription elongation factor A (SII)-like 1
38318_at	FAM8A1	family with sequence similarity 8, member A1
38319_at	CD3D	CD3d molecule, delta (CD3-TCR complex)
38320_s_at	LIPE	lipase, hormone-sensitive
38321_r_at	LIPE	lipase, hormone-sensitive
38322_at	PAGE4	P antigen family, member 4 (prostate associated)
38323_at	CPVL	carboxypeptidase, vitellogenic-like
38324_at	LSR	lipolysis stimulated lipoprotein receptor
38325_at	MINPP1	multiple inositol polyphosphate histidine phosphatase, 1
38326_at	G0S2	G0/G1switch 2
38327_at	SILV	silver homolog (mouse)
38328_at	SLC25A13	solute carrier family 25, member 13 (citrin)
38329_at	SLC25A13	solute carrier family 25, member 13 (citrin)
38330_at	FXN	frataxin
38331_at	RIT1	Ras-like without CAAX 1
38332_at	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4
38333_at	OGG1	8-oxoguanine DNA glycosylase
38334_g_at	OGG1	8-oxoguanine DNA glycosylase
38335_at	OGG1	8-oxoguanine DNA glycosylase
38336_at	FRMD4B	FERM domain containing 4B
38337_at	ZNF193	zinc finger protein 193
38338_at	RRAS	related RAS viral (r-ras) oncogene homolog
38339_at	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1
38340_at	HIP1R	huntingtin interacting protein 1 related
38341_at	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)
38342_at	PHF15	PHD finger protein 15
38343_at	ALMS1	Alstrom syndrome 1
38344_at	ALMS1	Alstrom syndrome 1
38345_at	CEP110	centrosomal protein 110kDa
38346_at	DUS4L	dihydrouridine synthase 4-like (S. cerevisiae)
38347_at	ELP4	elongation protein 4 homolog (S. cerevisiae)
38348_at	ACOX2	acyl-Coenzyme A oxidase 2, branched chain
38349_at	ITCH	itchy homolog E3 ubiquitin protein ligase (mouse)
38350_f_at	TUBA2	tubulin, alpha 2
38351_at	KIAA1462	KIAA1462
38352_at	PPIH	peptidylprolyl isomerase H (cyclophilin H)
38353_at	TUBGCP3	tubulin, gamma complex associated protein 3
38354_at	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
38355_at	DDX3Y	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked
38356_at	FST	follistatin
38357_at	IRAK1BP1	Interleukin-1 receptor-associated kinase 1 binding protein 1
38358_at	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
38359_at	RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
38360_at	RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
38361_g_at	RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
38362_at	QRICH1	glutamine-rich 1
38363_at	TYROBP	TYRO protein tyrosine kinase binding protein
38364_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
38365_at	PEX1	peroxisome biogenesis factor 1
38366_g_at	PEX1	peroxisome biogenesis factor 1
38367_s_at	C4BPB	complement component 4 binding protein, beta
38368_at	DUT	dUTP pyrophosphatase
38369_at	MYD88	myeloid differentiation primary response gene (88)
38370_at	TIAM1	T-cell lymphoma invasion and metastasis 1
38371_at	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1
38372_at	CXORF40A /// CXORF40B	chromosome X open reading frame 40A /// chromosome X open reading frame 40B
38373_g_at	CXORF40A /// CXORF40B	chromosome X open reading frame 40A /// chromosome X open reading frame 40B
38374_at	KLF10	Kruppel-like factor 10
38375_at	ESD	esterase D/formylglutathione hydrolase
38376_at	ACADVL	acyl-Coenzyme A dehydrogenase, very long chain
38377_at	---	MRNA full length insert cDNA clone EUROIMAGE 1476475
38378_at	CD53	CD53 molecule
38379_at	GPNMB	glycoprotein (transmembrane) nmb
38380_at	POP4	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)
38381_at	STX3	syntaxin 3
38382_at	---	CDNA FLJ40465 fis, clone TESTI2042295
38383_at	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
38384_at	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
38385_at	DSTN	destrin (actin depolymerizing factor)
38386_r_at	GSS	glutathione synthetase
38387_at	MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)
38388_at	OAS1	2',5'-oligoadenylate synthetase 1, 40/46kDa
38389_at	OAS1	2',5'-oligoadenylate synthetase 1, 40/46kDa
38390_at	COG2	component of oligomeric golgi complex 2
38391_at	CAPG	capping protein (actin filament), gelsolin-like
38392_at	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa
38393_at	KIAA0247	KIAA0247
38394_at	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
38395_at	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)
38396_at	---	3'UTR of hypothetical protein (ORF1)
38397_at	POLD4	polymerase (DNA-directed), delta 4
38398_at	MADD	MAP-kinase activating death domain
38399_at	SNRPB2	small nuclear ribonucleoprotein polypeptide B''
38400_at	LSM14A	LSM14 homolog A (SCD6, S. cerevisiae)
38401_s_at	LSM14A	LSM14 homolog A (SCD6, S. cerevisiae)
38402_at	LAMP2	lysosomal-associated membrane protein 2
38403_at	LAMP2	lysosomal-associated membrane protein 2
38404_at	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)
38405_at	FXR1	fragile X mental retardation, autosomal homolog 1
38406_f_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)
38407_r_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)
38408_at	TSPAN7	tetraspanin 7
38409_at	SSFA2	sperm specific antigen 2
38410_at	CETN2	centrin, EF-hand protein, 2
38411_at	C11ORF32	chromosome 11 open reading frame 32
38412_at	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11
38413_at	DAD1	defender against cell death 1
38414_at	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)
38415_at	PTP4A2	protein tyrosine phosphatase type IVA, member 2
38416_at	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)
38417_at	AMPD2	adenosine monophosphate deaminase 2 (isoform L)
38418_at	CCND1	cyclin D1
38419_at	KIAA0196	KIAA0196
38420_at	COL5A2	collagen, type V, alpha 2
38421_at	TXLNA	taxilin alpha
38422_s_at	FHL2	four and a half LIM domains 2
38423_at	LOC162427	hypothetical protein LOC162427
38424_at	FAM62A	family with sequence similarity 62 (C2 domain containing), member A
38425_at	HMGCL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)
38426_at	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa
38427_at	COL15A1	collagen, type XV, alpha 1
38428_at	MMP1	matrix metallopeptidase 1 (interstitial collagenase)
38429_at	FASN	fatty acid synthase
38430_at	FABP4	fatty acid binding protein 4, adipocyte
38431_at	MAPK9	mitogen-activated protein kinase 9
38432_at	ISG15	ISG15 ubiquitin-like modifier
38433_at	AXL	AXL receptor tyrosine kinase
38434_at	AAMP	angio-associated, migratory cell protein
38435_at	PRDX4	peroxiredoxin 4
38436_at	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
38437_at	CASC3	cancer susceptibility candidate 3
38438_at	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)
38439_at	NFE2L1	nuclear factor (erythroid-derived 2)-like 1
38440_s_at	ARMCX6 /// LOC653354	armadillo repeat containing, X-linked 6 /// similar to amrmadillo repeat containing, X-linked 6 (H. sapiens)-like
38441_s_at	CD46	CD46 molecule, complement regulatory protein
38442_at	MFAP2	microfibrillar-associated protein 2
38443_at	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)
38444_at	CSRP3	cysteine and glycine-rich protein 3 (cardiac LIM protein)
38445_at	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1
38446_at	XIST	X (inactive)-specific transcript
38447_at	ADRBK1	adrenergic, beta, receptor kinase 1
38448_at	ACTN2	actinin, alpha 2
38449_at	WDR23	WD repeat domain 23
38450_at	SSB	Sjogren syndrome antigen B (autoantigen La)
38451_at	UQCR	ubiquinol-cytochrome c reductase, 6.4kDa subunit
38452_at	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
38453_at	ICAM2	intercellular adhesion molecule 2
38454_g_at	ICAM2	intercellular adhesion molecule 2
38455_at	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
38456_s_at	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
38457_at	TNNI2	troponin I type 2 (skeletal, fast)
38458_at	CYB5A	cytochrome b5 type A (microsomal)
38459_g_at	CYB5A	cytochrome b5 type A (microsomal)
38460_at	CYB5A	cytochrome b5 type A (microsomal)
38461_at	NEB	nebulin
38462_at	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa
